============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[11:30:16]     Saved (full page): Flag of Florida.png
[11:30:16]     Crop: 1920x1080 -> 1920x1080 (padding=10px)
[11:30:16]     Waiting 3s...
[11:30:19]     [7/39] Front view of Recreation Center.jpg
[11:30:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Front%20view%20of%20Recreation%20Center.jpg
[11:30:24]     Saved (element): Front view of Recreation Center.png
[11:30:24]     Crop: 135x102 -> 135x102 (padding=10px)
[11:30:24]     Waiting 3s...
[11:30:27]     [8/39] Google Taiwan 2y Anniversary Alan Eustace.jpg
[11:30:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Google%20Taiwan%202y%20Anniversary%20Alan%20Eustace.jpg
[11:30:32]     Saved (element): Google Taiwan 2y Anniversary Alan Eustace.png
[11:30:32]     Crop: 135x102 -> 135x102 (padding=10px)
[11:30:32]     Waiting 3s...
[11:30:35]     [9/39] Julia Pierson.jpg
[11:30:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Julia%20Pierson.jpg
[11:30:40]     Saved (element): Julia Pierson.png
[11:30:40]     Crop: 135x102 -> 135x102 (padding=10px)
[11:30:40]     Waiting 3s...
[11:30:43]     [10/39] Knights Plaza.jpg
[11:30:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Knights%20Plaza.jpg
[11:30:46]     Saved (element): Knights Plaza.png
[11:30:46]     Crop: 135x102 -> 135x102 (padding=10px)
[11:30:46]     Waiting 3s...
[11:30:49]     [11/39] Lesa Roe official portrait.png
[11:30:49]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Lesa%20Roe%20official%20portrait.png
[11:30:53]     Saved (element): Lesa Roe official portrait.png
[11:30:53]     Crop: 135x102 -> 135x102 (padding=10px)
[11:30:53]     Waiting 3s...
[11:30:56]     [12/39] Miami Dolphins football team wide receiver Brandon Marshall receives the National Football League's 2012 Pro Bowl Most Valuable Player trophy at Aloha Stadium in Honolulu Jan 120129-M-DX861-231.jpg
[11:30:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Miami%20Dolphins%20football%20team%20wide%20receiver%20Brandon%20Marshall%20receives%20the%20National%20Football%20League%27s%202012%20Pro%20Bowl%20Most%20Valuable%20Player%20trophy%20at%20Aloha%20Stadium%20in%20Honolulu%20Jan%20120129-M-DX861-231.jpg
[11:30:59]     Screenshot failed: [Errno 2] No such file or directory: "C:\\Users\\Boni\\Desktop\\Projects\\alting_img\\logos\\university of central florida\\Miami Dolphins football team wide receiver Brandon Marshall receives the National Football League's 2012 Pro Bowl Most Valuable Player trophy at Aloha Stadium in Honolulu Jan 120129-M-DX861-231.png"
[11:30:59]     Waiting 3s...
[11:31:02]     [13/39] Nicole Stott v2.jpg
[11:31:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Nicole%20Stott%20v2.jpg
[11:31:06]     Saved (element): Nicole Stott v2.png
[11:31:06]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:06]     Waiting 3s...
[11:31:09]     [14/39] Orlando-Kissimmee Florida Metropolitan Statistical Area.svg
[11:31:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Orlando-Kissimmee%20Florida%20Metropolitan%20Statistical%20Area.svg
[11:31:13]     Saved (element): Orlando-Kissimmee Florida Metropolitan Statistical Area.png
[11:31:13]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:13]     Waiting 3s...
[11:31:16]     [15/39] Reflection Pond (15736953153).jpg
[11:31:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Reflection%20Pond%20%2815736953153%29.jpg
[11:31:19]     Saved (element): Reflection Pond (15736953153).png
[11:31:19]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:19]     Waiting 3s...
[11:31:22]     [16/39] Rosen (15318251024).jpg
[11:31:22]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Rosen%20%2815318251024%29.jpg
[11:31:26]     Saved (element): Rosen (15318251024).png
[11:31:26]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:26]     Waiting 3s...
[11:31:29]     [17/39] Rosen (15939858242).jpg
[11:31:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Rosen%20%2815939858242%29.jpg
[11:31:32]     Saved (element): Rosen (15939858242).png
[11:31:32]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:32]     Waiting 3s...
[11:31:35]     [18/39] SUSFlocator.png
[11:31:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/SUSFlocator.png
[11:31:42]     Saved (element): SUSFlocator.png
[11:31:42]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:42]     Waiting 3s...
[11:31:45]     [19/39] Scott Large NRO.png
[11:31:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Scott%20Large%20NRO.png
[11:31:49]     Saved (element): Scott Large NRO.png
[11:31:49]     Crop: 135x102 -> 135x102 (padding=10px)
[11:31:49]     Waiting 3s...
[11:31:52]     [20/39] Seal of the University of Central Florida.svg
[11:31:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Seal%20of%20the%20University%20of%20Central%20Florida.svg
[11:32:07]     Saved (full page): Seal of the University of Central Florida.png
[11:32:07]     Crop: 1920x1080 -> 126x126 (padding=10px)
[11:32:07]     Waiting 3s...
[11:32:10]     [21/39] Sean johnson (soccer player).jpg
[11:32:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Sean%20johnson%20%28soccer%20player%29.jpg
[11:32:16]     Saved (element): Sean johnson (soccer player).png
[11:32:16]     Crop: 135x102 -> 135x102 (padding=10px)
[11:32:16]     Waiting 3s...
[11:32:19]     [22/39] Spirit Splash.jpg
[11:32:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Spirit%20Splash.jpg
[11:32:24]     Saved (element): Spirit Splash.png
[11:32:24]     Crop: 135x102 -> 135x102 (padding=10px)
[11:32:24]     Waiting 3s...
[11:32:27]     [23/39] Symbol category class.svg
[11:32:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[11:32:42]     Saved (full page): Symbol category class.png
[11:32:42]     Crop: 1920x1080 -> 187x191 (padding=10px)
[11:32:42]     Waiting 3s...
[11:32:45]     [24/39] Tom Lawlor june 2019.jpg
[11:32:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Tom%20Lawlor%20june%202019.jpg
[11:32:50]     Saved (element): Tom Lawlor june 2019.png
[11:32:50]     Crop: 135x102 -> 135x102 (padding=10px)
[11:32:50]     Waiting 3s...
[11:32:53]     [25/39] UCFPlazaTowers.JPG
[11:32:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCFPlazaTowers.JPG
[11:32:58]     Saved (element): UCFPlazaTowers.png
[11:32:58]     Crop: 135x102 -> 135x102 (padding=10px)
[11:32:58]     Waiting 3s...
[11:33:01]     [26/39] UCF College of Medicine.jpg
[11:33:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20College%20of%20Medicine.jpg
[11:33:07]     Saved (element): UCF College of Medicine.png
[11:33:07]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:07]     Waiting 3s...
[11:33:10]     [27/39] UCF College of Sciences.jpg
[11:33:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20College%20of%20Sciences.jpg
[11:33:15]     Saved (element): UCF College of Sciences.png
[11:33:15]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:15]     Waiting 3s...
[11:33:18]     [28/39] UCF Gym.jpg
[11:33:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20Gym.jpg
[11:33:22]     Saved (element): UCF Gym.png
[11:33:22]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:22]     Waiting 3s...
[11:33:25]     [29/39] UCF HCEC.jpg
[11:33:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20HCEC.jpg
[11:33:31]     Saved (element): UCF HCEC.png
[11:33:31]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:31]     Waiting 3s...
[11:33:34]     [30/39] UCF LEAD Scholars Academy Photo.jpg
[11:33:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20LEAD%20Scholars%20Academy%20Photo.jpg
[11:33:39]     Saved (element): UCF LEAD Scholars Academy Photo.png
[11:33:39]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:39]     Waiting 3s...
[11:33:42]     [31/39] UCF Memory Mall (30395273585).jpg
[11:33:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20Memory%20Mall%20%2830395273585%29.jpg
[11:33:47]     Saved (element): UCF Memory Mall (30395273585).png
[11:33:47]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:47]     Waiting 3s...
[11:33:50]     [32/39] UCF Student Union (30395278155).jpg
[11:33:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20Student%20Union%20%2830395278155%29.jpg
[11:33:55]     Saved (element): UCF Student Union (30395278155).png
[11:33:55]     Crop: 135x102 -> 135x102 (padding=10px)
[11:33:55]     Waiting 3s...
[11:33:58]     [33/39] UCF Student Union Boardwalk.jpg
[11:33:58]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20Student%20Union%20Boardwalk.jpg
[11:34:04]     Saved (element): UCF Student Union Boardwalk.png
[11:34:04]     Crop: 135x102 -> 135x102 (padding=10px)
[11:34:04]     Waiting 3s...
[11:34:07]     [34/39] UCF TA.jpg
[11:34:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20TA.jpg
[11:34:12]     Saved (element): UCF TA.png
[11:34:12]     Crop: 604x454 -> 604x454 (padding=10px)
[11:34:12]     Waiting 3s...
[11:34:15]     [35/39] UCF Tower.jpg
[11:34:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCF%20Tower.jpg
[11:34:20]     Saved (element): UCF Tower.png
[11:34:20]     Crop: 135x102 -> 135x102 (padding=10px)
[11:34:20]     Waiting 3s...
[11:34:23]     [36/39] UCFlibrary.jpg
[11:34:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCFlibrary.jpg
[11:34:29]     Saved (element): UCFlibrary.png
[11:34:29]     Crop: 135x102 -> 135x102 (padding=10px)
[11:34:29]     Waiting 3s...
[11:34:32]     [37/39] UcfComLakeNonaJune2010.jpg
[11:34:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UcfComLakeNonaJune2010.jpg
[11:34:36]     Saved (element): UcfComLakeNonaJune2010.png
[11:34:36]     Crop: 135x102 -> 135x102 (padding=10px)
[11:34:36]     Waiting 3s...
[11:34:39]     [38/39] University of Central Florida logo.svg
[11:34:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Central%20Florida%20logo.svg
[11:34:54]     Saved (full page): University of Central Florida logo.png
[11:34:54]     Crop: 1920x1080 -> 641x163 (padding=10px)
[11:34:54]     Waiting 3s...
[11:34:57]     [39/39] University of Central Florida seal.svg
[11:34:57]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Central%20Florida%20seal.svg
[11:35:13]     Saved (full page): University of Central Florida seal.png
[11:35:13]     Crop: 1920x1080 -> 126x126 (padding=10px)
[11:35:13] 
  Saved 38/39 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of central florida

  Progress: [###################################-----] 958/1076 (89%)  total -- just finished: university of central florida

[11:35:13] 
  Waiting 3s before next college...
[11:35:16] 
[This run: 103/162]
[11:35:16] 
==================================================
[11:35:16] COLLEGE: university of central texas
[11:35:16] ==================================================
[11:35:16]   Searching API: university of central texas
[11:35:18]   Found title: Texas A&M University–Central Texas
[11:35:21]   API returned 7 usable image filename(s)
[11:35:21]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of central texas
[11:35:21]     [1/7] Flag of Texas.svg
[11:35:21]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Texas.svg
[11:35:36]     Saved (full page): Flag of Texas.png
[11:35:36]     Crop: 1920x1080 -> 910x610 (padding=10px)
[11:35:36]     Waiting 3s...
[11:35:39]     [2/7] Old Main Campus.jpg
[11:35:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Old%20Main%20Campus.jpg
[11:35:42]     Saved (element): Old Main Campus.png
[11:35:42]     Crop: 135x102 -> 135x102 (padding=10px)
[11:35:42]     Waiting 3s...
[11:35:45]     [3/7] Question book-new.svg
[11:35:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[11:35:59]     Saved (full page): Question book-new.png
[11:35:59]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[11:35:59]     Waiting 3s...
[11:36:02]     [4/7] TAMUCT Campus Full Build Out.png
[11:36:02]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/TAMUCT%20Campus%20Full%20Build%20Out.png
[11:36:08]     Saved (element): TAMUCT Campus Full Build Out.png
[11:36:08]     Crop: 250x324 -> 250x324 (padding=10px)
[11:36:08]     Waiting 3s...
[11:36:11]     [5/7] TAMUCT Founder's Hall.jpg
[11:36:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/TAMUCT%20Founder%27s%20Hall.jpg
[11:36:16]     Saved (element): TAMUCT Founder's Hall.png
[11:36:16]     Crop: 135x102 -> 135x102 (padding=10px)
[11:36:16]     Waiting 3s...
[11:36:19]     [6/7] Texas A&M University Central Texas logo.svg
[11:36:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Texas%20A%26M%20University%20Central%20Texas%20logo.svg
[11:36:33]     Saved (full page): Texas A&M University Central Texas logo.png
[11:36:33]     Crop: 1920x1080 -> 260x100 (padding=10px)
[11:36:33]     Waiting 3s...
[11:36:36]     [7/7] Texas A&M University Central Texas seal.svg
[11:36:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Texas%20A%26M%20University%20Central%20Texas%20seal.svg
[11:36:51]     Saved (full page): Texas A&M University Central Texas seal.png
[11:36:51]     Crop: 1920x1080 -> 256x256 (padding=10px)
[11:36:51] 
  Saved 7/7 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of central texas

  Progress: [###################################-----] 959/1076 (89%)  total -- just finished: university of central texas

[11:36:51] 
  Waiting 3s before next college...
[11:36:54] 
[This run: 104/162]
[11:36:54] 
==================================================
[11:36:54] COLLEGE: university of charleston
[11:36:54] ==================================================
[11:36:54]   Searching API: university of charleston
[11:36:56]   Found title: University of Charleston
[11:36:59]   API returned 6 usable image filename(s)
[11:36:59]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of charleston
[11:36:59]     [1/6] Soccernationalchampionsucwv.jpg
[11:36:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Soccernationalchampionsucwv.jpg
[11:37:09]     Saved (element): Soccernationalchampionsucwv.png
[11:37:09]     Crop: 135x102 -> 135x102 (padding=10px)
[11:37:09]     Waiting 3s...
[11:37:12]     [2/6] UC FULL - General Horizontal Maroon.jpg
[11:37:12]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UC%20FULL%20-%20General%20Horizontal%20Maroon.jpg
[11:37:17]     Saved (element): UC FULL - General Horizontal Maroon.png
[11:37:17]     Crop: 135x102 -> 135x102 (padding=10px)
[11:37:17]     Waiting 3s...
[11:37:20]     [3/6] UCharleston seal.png
[11:37:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UCharleston%20seal.png
[11:37:27]     Saved (element): UCharleston seal.png
[11:37:27]     Crop: 314x318 -> 314x318 (padding=10px)
[11:37:27]     Waiting 3s...
[11:37:30]     [4/6] Universityofcharlestoncampusdrone.jpg
[11:37:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Universityofcharlestoncampusdrone.jpg
[11:37:34]     Saved (element): Universityofcharlestoncampusdrone.png
[11:37:34]     Crop: 135x102 -> 135x102 (padding=10px)
[11:37:34]     Waiting 3s...
[11:37:38]     [5/6] West Virginia State Capitol Building.jpg
[11:37:38]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/West%20Virginia%20State%20Capitol%20Building.jpg
[11:37:43]     Saved (element): West Virginia State Capitol Building.png
[11:37:43]     Crop: 135x102 -> 135x102 (padding=10px)
[11:37:43]     Waiting 3s...
[11:37:46]     [6/6] Wvstatecapitalbldg.JPG
[11:37:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Wvstatecapitalbldg.JPG
[11:37:53]     Saved (element): Wvstatecapitalbldg.png
[11:37:53]     Crop: 135x102 -> 135x102 (padding=10px)
[11:37:53] 
  Saved 6/6 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of charleston

  Progress: [###################################-----] 960/1076 (89%)  total -- just finished: university of charleston

[11:37:53] 
  Waiting 3s before next college...
[11:37:56] 
[This run: 105/162]
[11:37:56] 
==================================================
[11:37:56] COLLEGE: university of chicago
[11:37:56] ==================================================
[11:37:56]   Searching API: university of chicago
[11:37:59]   Found title: University of Chicago
[11:38:01]   API returned 37 usable image filename(s)
[11:38:01]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of chicago
[11:38:01]     [1/37] -chicago -university -neogothique -quadrangle (34063331135).jpg
[11:38:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/-chicago%20-university%20-neogothique%20-quadrangle%20%2834063331135%29.jpg
[11:38:06]     Saved (element): -chicago -university -neogothique -quadrangle (34063331135).png
[11:38:06]     Crop: 135x102 -> 135x102 (padding=10px)
[11:38:06]     Waiting 3s...
[11:38:09]     [2/37] Bernie Sanders (49624954238).jpg
[11:38:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bernie%20Sanders%20%2849624954238%29.jpg
[11:38:15]     Saved (element): Bernie Sanders (49624954238).png
[11:38:15]     Crop: 135x102 -> 135x102 (padding=10px)
[11:38:15]     Waiting 3s...
[11:38:18]     [3/37] Blue, orange and pink.jpg
[11:38:18]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Blue%2C%20orange%20and%20pink.jpg
[11:38:23]     Saved (element): Blue, orange and pink.png
[11:38:23]     Crop: 135x102 -> 135x102 (padding=10px)
[11:38:23]     Waiting 3s...
[11:38:26]     [4/37] Carl Sagan Planetary Society.JPG
[11:38:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Carl%20Sagan%20Planetary%20Society.JPG
[11:38:32]     Saved (element): Carl Sagan Planetary Society.png
[11:38:32]     Crop: 328x448 -> 328x448 (padding=10px)
[11:38:32]     Waiting 3s...
[11:38:35]     [5/37] ChicagoPileTeam.png
[11:38:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/ChicagoPileTeam.png
[11:38:38]     Saved (element): ChicagoPileTeam.png
[11:38:38]     Crop: 135x102 -> 135x102 (padding=10px)
[11:38:38]     Waiting 3s...
[11:38:41]     [6/37] Chicago Maroon (January 17, 1962).pdf
[11:38:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Chicago%20Maroon%20%28January%2017%2C%201962%29.pdf
[11:38:45]     Saved (element): Chicago Maroon (January 17, 1962).png
[11:38:45]     Crop: 135x102 -> 135x102 (padding=10px)
[11:38:45]     Waiting 3s...
[11:38:48]     [7/37] Chicago Maroons logo.svg
[11:38:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Chicago%20Maroons%20logo.svg
[11:38:57]     Saved (element): Chicago Maroons logo.png
[11:38:58]     Crop: 135x102 -> 135x102 (padding=10px)
[11:38:58]     Waiting 3s...
[11:39:01]     [8/37] Decrease Neutral.svg
[11:39:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Decrease%20Neutral.svg
[11:39:06]     Saved (element): Decrease Neutral.png
[11:39:06]     Crop: 135x102 -> 135x102 (padding=10px)
[11:39:06]     Waiting 3s...
[11:39:09]     [9/37] Eckhart Hall.jpg
[11:39:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Eckhart%20Hall.jpg
[11:39:13]     Saved (element): Eckhart Hall.png
[11:39:13]     Crop: 438x374 -> 438x374 (padding=10px)
[11:39:13]     Waiting 3s...
[11:39:16]     [10/37] Fermilab.jpg
[11:39:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Fermilab.jpg
[11:39:23]     Saved (element): Fermilab.png
[11:39:23]     Crop: 135x102 -> 135x102 (padding=10px)
[11:39:23]     Waiting 3s...
[11:39:26]     [11/37] Harper Library from the Midway Plaisance.JPG
[11:39:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Harper%20Library%20from%20the%20Midway%20Plaisance.JPG
[11:39:31]     Saved (element): Harper Library from the Midway Plaisance.png
[11:39:31]     Crop: 135x102 -> 135x102 (padding=10px)
[11:39:31]     Waiting 3s...
[11:39:34]     [12/37] Harper Midway Chicago.jpg
[11:39:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Harper%20Midway%20Chicago.jpg
[11:39:39]     Saved (element): Harper Midway Chicago.png
[11:39:39]     Crop: 135x102 -> 135x102 (padding=10px)
[11:39:39]     Waiting 3s...
[11:39:42]     [13/37] Harper Quadrangle.jpg
[11:39:42]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Harper%20Quadrangle.jpg
[11:39:47]     Saved (element): Harper Quadrangle.png
[11:39:47]     Crop: 135x102 -> 135x102 (padding=10px)
[11:39:47]     Waiting 3s...
[11:39:50]     [14/37] Henry Hinds Laboratory at University of Chicago5.jpg
[11:39:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Henry%20Hinds%20Laboratory%20at%20University%20of%20Chicago5.jpg
[11:39:56]     Saved (element): Henry Hinds Laboratory at University of Chicago5.png
[11:39:56]     Crop: 135x102 -> 135x102 (padding=10px)
[11:39:56]     Waiting 3s...
[11:39:59]     [15/37] John List- Extra footage 3-VPRO-The Mind of the Universe.ogv
[11:39:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/John%20List-%20Extra%20footage%203-VPRO-The%20Mind%20of%20the%20Universe.ogv
[11:40:03]     Saved (element): John List- Extra footage 3-VPRO-The Mind of the Universe.png
[11:40:03]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:03]     Waiting 3s...
[11:40:06]     [16/37] Logan Center for the Arts.jpg
[11:40:06]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Logan%20Center%20for%20the%20Arts.jpg
[11:40:10]     Saved (element): Logan Center for the Arts.png
[11:40:10]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:10]     Waiting 3s...
[11:40:13]     [17/37] Milton Friedman.jpg
[11:40:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Milton%20Friedman.jpg
[11:40:17]     Saved (element): Milton Friedman.png
[11:40:17]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:17]     Waiting 3s...
[11:40:20]     [18/37] Mitchell-Magdalen comparison.jpg
[11:40:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mitchell-Magdalen%20comparison.jpg
[11:40:24]     Saved (element): Mitchell-Magdalen comparison.png
[11:40:24]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:24]     Waiting 3s...
[11:40:27]     [19/37] Paul Alivisatos University of Chicago President September 2021.png
[11:40:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Paul%20Alivisatos%20University%20of%20Chicago%20President%20September%202021.png
[11:40:31]     Saved (element): Paul Alivisatos University of Chicago President September 2021.png
[11:40:31]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:31]     Waiting 3s...
[11:40:34]     [20/37] Ratner Athletic Center.jpg
[11:40:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ratner%20Athletic%20Center.jpg
[11:40:38]     Saved (element): Ratner Athletic Center.png
[11:40:38]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:38]     Waiting 3s...
[11:40:41]     [21/37] Reynoldsclub.JPG
[11:40:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Reynoldsclub.JPG
[11:40:44]     Saved (element): Reynoldsclub.png
[11:40:44]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:44]     Waiting 3s...
[11:40:47]     [22/37] Rockefeller Chapel Entire Structure.jpg
[11:40:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Rockefeller%20Chapel%20Entire%20Structure.jpg
[11:40:51]     Saved (element): Rockefeller Chapel Entire Structure.png
[11:40:51]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:51]     Waiting 3s...
[11:40:54]     [23/37] Scavrace1.jpg
[11:40:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Scavrace1.jpg
[11:40:57]     Saved (element): Scavrace1.png
[11:40:57]     Crop: 135x102 -> 135x102 (padding=10px)
[11:40:57]     Waiting 3s...
[11:41:00]     [24/37] Snell Hitchcock1.JPG
[11:41:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Snell%20Hitchcock1.JPG
[11:41:04]     Saved (element): Snell Hitchcock1.png
[11:41:04]     Crop: 135x102 -> 135x102 (padding=10px)
[11:41:04]     Waiting 3s...
[11:41:07]     [25/37] Symbol category class.svg
[11:41:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[11:41:20]     Saved (full page): Symbol category class.png
[11:41:21]     Crop: 1920x1080 -> 187x191 (padding=10px)
[11:41:21]     Waiting 3s...
[11:41:24]     [26/37] Symbol support vote.svg
[11:41:24]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20support%20vote.svg
[11:41:37]     Saved (full page): Symbol support vote.png
[11:41:37]     Crop: 1920x1080 -> 187x191 (padding=10px)
[11:41:37]     Waiting 3s...
[11:41:40]     [27/37] The University of Chicago Francis and Rose Yuen Campus.jpg
[11:41:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20University%20of%20Chicago%20Francis%20and%20Rose%20Yuen%20Campus.jpg
[11:41:44]     Saved (element): The University of Chicago Francis and Rose Yuen Campus.png
[11:41:44]     Crop: 135x102 -> 135x102 (padding=10px)
[11:41:44]     Waiting 3s...
[11:41:47]     [28/37] UChicago UGo Busses in Snow.png
[11:41:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UChicago%20UGo%20Busses%20in%20Snow.png
[11:41:55]     Saved (element): UChicago UGo Busses in Snow.png
[11:41:55]     Crop: 135x102 -> 135x102 (padding=10px)
[11:41:55]     Waiting 3s...
[11:41:58]     [29/37] Uchicago convocation 1894.jpg
[11:41:58]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Uchicago%20convocation%201894.jpg
[11:42:04]     Saved (element): Uchicago convocation 1894.png
[11:42:04]     Crop: 135x102 -> 135x102 (padding=10px)
[11:42:04]     Waiting 3s...
[11:42:07]     [30/37] University of Chicago, Harper Library.jpg
[11:42:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%2C%20Harper%20Library.jpg
[11:42:13]     Saved (element): University of Chicago, Harper Library.png
[11:42:13]     Crop: 135x102 -> 135x102 (padding=10px)
[11:42:13]     Waiting 3s...
[11:42:16]     [31/37] University of Chicago July 2013 19 (Main Quadrangles).jpg
[11:42:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%20July%202013%2019%20%28Main%20Quadrangles%29.jpg
[11:42:20]     Saved (element): University of Chicago July 2013 19 (Main Quadrangles).png
[11:42:20]     Crop: 135x102 -> 135x102 (padding=10px)
[11:42:20]     Waiting 3s...
[11:42:23]     [32/37] University of Chicago Laboratory Schools exterior.jpg
