============================================================
  Logo Scraper Run -- 2026-06-04_13-56-27
============================================================

[13:56:29] Total colleges in 'colleges' folder : 1076
[13:56:29] Already completed (logos exist)         : 1002
| bennington college                                                               | Already Done         | --                                            | --         | --         |
| bentley college                                                                  | Already Done         | --                                            | --         | --         |
| berea college                                                                    | Already Done         | --                                            | --         | --         |
| berklee college of music                                                         | Already Done         | --                                            | --         | --         |
| bethany college                                                                  | Already Done         | --                                            | --         | --         |
| bethel college                                                                   | Already Done         | --                                            | --         | --         |
| bethel college and seminary                                                      | Already Done         | --                                            | --         | --         |
| biola university                                                                 | Already Done         | --                                            | --         | --         |
| birmingham-southern college                                                      | Already Done         | --                                            | --         | --         |
| black hills state university                                                     | Already Done         | --                                            | --         | --         |
| bloomsburg university of pennsylvania                                            | Already Done         | --                                            | --         | --         |
| bluffton college                                                                 | Already Done         | --                                            | --         | --         |
| bob jones university                                                             | Already Done         | --                                            | --         | --         |
| boise state university                                                           | Already Done         | --                                            | --         | --         |
| boston college                                                                   | Already Done         | --                                            | --         | --         |
| boston graduate school of psychoanalysis                                         | Already Done         | --                                            | --         | --         |
| boston university                                                                | Already Done         | --                                            | --         | --         |
| bowdoin college                                                                  | Already Done         | --                                            | --         | --         |
| bowie state university                                                           | Already Done         | --                                            | --         | --         |
| bowling green state university                                                   | Already Done         | --                                            | --         | --         |
| bradley university                                                               | Already Done         | --                                            | --         | --         |
| brandeis university                                                              | Already Done         | --                                            | --         | --         |
| brenau university                                                                | Already Done         | --                                            | --         | --         |
| briar cliff college                                                              | Already Done         | --                                            | --         | --         |
| bridgewater college                                                              | Already Done         | --                                            | --         | --         |
| brigham young university                                                         | Already Done         | --                                            | --         | --         |
| brigham young university hawaii                                                  | Already Done         | --                                            | --         | --         |
| brown university                                                                 | Already Done         | --                                            | --         | --         |
| bryant college                                                                   | Already Done         | --                                            | --         | --         |
| bryn mawr college                                                                | Already Done         | --                                            | --         | --         |
| bucknell university                                                              | Already Done         | --                                            | --         | --         |
| buena vista university                                                           | Already Done         | --                                            | --         | --         |
| butler university                                                                | Already Done         | --                                            | --         | --         |
| california coast university                                                      | Already Done         | --                                            | --         | --         |
| california institute of technology                                               | Already Done         | --                                            | --         | --         |
| california lutheran university                                                   | Already Done         | --                                            | --         | --         |
| california maritime academy                                                      | Already Done         | --                                            | --         | --         |
| california national university                                                   | Already Done         | --                                            | --         | --         |
| california polytechnic state university, san luis obispo                         | Already Done         | --                                            | --         | --         |
| california school of professional psychology                                     | Already Done         | --                                            | --         | --         |
| california state polytechnic university, pomona                                  | Already Done         | --                                            | --         | --         |
| california state university system                                               | Already Done         | --                                            | --         | --         |
| california state university, bakersfield                                         | Already Done         | --                                            | --         | --         |
| california state university, chico                                               | Already Done         | --                                            | --         | --         |
| california state university, dominguez hills                                     | Already Done         | --                                            | --         | --         |
| california state university, fresno                                              | Already Done         | --                                            | --         | --         |
| california state university, fullerton                                           | Already Done         | --                                            | --         | --         |
| california state university, hayward                                             | Already Done         | --                                            | --         | --         |
| california state university, long beach                                          | Already Done         | --                                            | --         | --         |
| california state university, los angeles                                         | Already Done         | --                                            | --         | --         |
| california state university, monterey bay                                        | Already Done         | --                                            | --         | --         |
| california state university, northridge                                          | Already Done         | --                                            | --         | --         |
| california state university, sacramento                                          | Already Done         | --                                            | --         | --         |
| california state university, san bernardino                                      | Already Done         | --                                            | --         | --         |
| california state university, san jose                                            | Already Done         | --                                            | --         | --         |
| california state university, san marcos                                          | Already Done         | --                                            | --         | --         |
| california state university, stanislaus                                          | Already Done         | --                                            | --         | --         |
| california university of pennsylvania                                            | Already Done         | --                                            | --         | --         |
| calvin college                                                                   | Already Done         | --                                            | --         | --         |
| cameron university                                                               | Already Done         | --                                            | --         | --         |
| campbell university                                                              | Already Done         | --                                            | --         | --         |
| campbellsville college                                                           | Already Done         | --                                            | --         | --         |
| canisius college                                                                 | Already Done         | --                                            | --         | --         |
| carleton college                                                                 | Already Done         | --                                            | --         | --         |
| carnegie mellon university                                                       | Already Done         | --                                            | --         | --         |
| carroll college                                                                  | Already Done         | --                                            | --         | --         |
| carson-newman college                                                            | Already Done         | --                                            | --         | --         |
| carthage college                                                                 | Already Done         | --                                            | --         | --         |
| case western reserve university                                                  | Already Done         | --                                            | --         | --         |
| cedarville college                                                               | Already Done         | --                                            | --         | --         |
| centenary college of louisiana                                                   | Already Done         | --                                            | --         | --         |
| central college                                                                  | Already Done         | --                                            | --         | --         |
| central connecticut state university                                             | Already Done         | --                                            | --         | --         |
| central methodist college                                                        | Already Done         | --                                            | --         | --         |
| central michigan university                                                      | Already Done         | --                                            | --         | --         |
| central missouri state university                                                | Already Done         | --                                            | --         | --         |
| central washington university                                                    | Already Done         | --                                            | --         | --         |
| centre college                                                                   | Already Done         | --                                            | --         | --         |
| chadron state college                                                            | Already Done         | --                                            | --         | --         |
| champlain college                                                                | Already Done         | --                                            | --         | --         |
| chapman university                                                               | Already Done         | --                                            | --         | --         |
| chatham college                                                                  | Already Done         | --                                            | --         | --         |
| chesapeake college                                                               | Already Done         | --                                            | --         | --         |
| cheyney university                                                               | Already Done         | --                                            | --         | --         |
| christian brothers university                                                    | Already Done         | --                                            | --         | --         |
| christopher newport university                                                   | Already Done         | --                                            | --         | --         |
| city university                                                                  | Already Done         | --                                            | --         | --         |
| city university of new york                                                      | Already Done         | --                                            | --         | --         |
| claremont graduate school                                                        | Already Done         | --                                            | --         | --         |
| claremont mckenna college                                                        | Already Done         | --                                            | --         | --         |
| clarion university of pennsylvania                                               | Already Done         | --                                            | --         | --         |
| clark university                                                                 | Already Done         | --                                            | --         | --         |
| clarke college                                                                   | Already Done         | --                                            | --         | --         |
| clarkson university                                                              | Already Done         | --                                            | --         | --         |
| clayton state college                                                            | Already Done         | --                                            | --         | --         |
| clemson university                                                               | Already Done         | --                                            | --         | --         |
| cleveland state university                                                       | Already Done         | --                                            | --         | --         |
| clinch valley college                                                            | Already Done         | --                                            | --         | --         |
| coastal carolina university                                                      | Already Done         | --                                            | --         | --         |
| coe college                                                                      | Already Done         | --                                            | --         | --         |
| coker college                                                                    | Already Done         | --                                            | --         | --         |
| colby college                                                                    | Already Done         | --                                            | --         | --         |
| colgate university                                                               | Already Done         | --                                            | --         | --         |
| college of charleston                                                            | Already Done         | --                                            | --         | --         |
| college of eastern utah                                                          | Already Done         | --                                            | --         | --         |
| college of saint benedict                                                        | Already Done         | --                                            | --         | --         |
| college of saint catherine                                                       | Already Done         | --                                            | --         | --         |
| college of saint rose                                                            | Already Done         | --                                            | --         | --         |
| college of st. francis                                                           | Already Done         | --                                            | --         | --         |
| college of st. scholastica                                                       | Already Done         | --                                            | --         | --         |
| college of the atlantic                                                          | Already Done         | --                                            | --         | --         |
| college of the holy cross                                                        | Already Done         | --                                            | --         | --         |
| college of william and mary                                                      | Already Done         | --                                            | --         | --         |
| colorado christian university                                                    | Already Done         | --                                            | --         | --         |
| colorado college                                                                 | Already Done         | --                                            | --         | --         |
| colorado school of mines                                                         | Already Done         | --                                            | --         | --         |
| colorado state university                                                        | Already Done         | --                                            | --         | --         |
| columbia college chicago                                                         | Already Done         | --                                            | --         | --         |
| columbia southern university                                                     | Already Done         | --                                            | --         | --         |
| columbia union college                                                           | Already Done         | --                                            | --         | --         |
| columbia university                                                              | Already Done         | --                                            | --         | --         |
| concordia college-ann arbor                                                      | Already Done         | --                                            | --         | --         |
| concordia college-moorhead                                                       | Already Done         | --                                            | --         | --         |
| connecticut college                                                              | Already Done         | --                                            | --         | --         |
| coppin state college                                                             | Already Done         | --                                            | --         | --         |
| cornell college                                                                  | Already Done         | --                                            | --         | --         |
| cornell university                                                               | Already Done         | --                                            | --         | --         |
| creighton university                                                             | Already Done         | --                                            | --         | --         |
| curry college                                                                    | Already Done         | --                                            | --         | --         |
| daemen college                                                                   | Already Done         | --                                            | --         | --         |
| dakota state university                                                          | Already Done         | --                                            | --         | --         |
| daniel webster college                                                           | Already Done         | --                                            | --         | --         |
| dartmouth college                                                                | Already Done         | --                                            | --         | --         |
| davidson college                                                                 | Already Done         | --                                            | --         | --         |
| davis & elkins college                                                           | Already Done         | --                                            | --         | --         |
| delaware state university                                                        | Already Done         | --                                            | --         | --         |
| delta state university                                                           | Already Done         | --                                            | --         | --         |
| denison university                                                               | Already Done         | --                                            | --         | --         |
| depaul university                                                                | Already Done         | --                                            | --         | --         |
| depauw university                                                                | Already Done         | --                                            | --         | --         |
| devry institute of technology                                                    | Already Done         | --                                            | --         | --         |
| dickinson college                                                                | Already Done         | --                                            | --         | --         |
| dickinson state university                                                       | Already Done         | --                                            | --         | --         |
| dillard university                                                               | Already Done         | --                                            | --         | --         |
| dominican college                                                                | Already Done         | --                                            | --         | --         |
| dordt college                                                                    | Already Done         | --                                            | --         | --         |
| dowling college                                                                  | Already Done         | --                                            | --         | --         |
| drake university                                                                 | Already Done         | --                                            | --         | --         |
| drew university                                                                  | Already Done         | --                                            | --         | --         |
| drexel university                                                                | Already Done         | --                                            | --         | --         |
| drury college                                                                    | Already Done         | --                                            | --         | --         |
| duke university                                                                  | Already Done         | --                                            | --         | --         |
| duquesne university                                                              | Already Done         | --                                            | --         | --         |
| earlham college                                                                  | Already Done         | --                                            | --         | --         |
| east carolina university                                                         | Already Done         | --                                            | --         | --         |
| east central university                                                          | Already Done         | --                                            | --         | --         |
| east tennessee state university                                                  | Already Done         | --                                            | --         | --         |
| east texas state university                                                      | Already Done         | --                                            | --         | --         |
| eastern connecticut state university                                             | Already Done         | --                                            | --         | --         |
| eastern illinois university                                                      | Already Done         | --                                            | --         | --         |
| eastern kentucky university                                                      | Already Done         | --                                            | --         | --         |
| eastern mennonite university                                                     | Already Done         | --                                            | --         | --         |
| eastern michigan university                                                      | Already Done         | --                                            | --         | --         |
| eastern nazarene college                                                         | Already Done         | --                                            | --         | --         |
| eastern new mexico university                                                    | Already Done         | --                                            | --         | --         |
| eastern oregon state college                                                     | Already Done         | --                                            | --         | --         |
| eastern washington university                                                    | Already Done         | --                                            | --         | --         |
| edgewood college                                                                 | Already Done         | --                                            | --         | --         |
| edinboro university of pennsylvania                                              | Already Done         | --                                            | --         | --         |
| elizabeth city state university                                                  | Already Done         | --                                            | --         | --         |
| elizabethtown college                                                            | Already Done         | --                                            | --         | --         |
| elmhurst college                                                                 | Already Done         | --                                            | --         | --         |
| elon college                                                                     | Already Done         | --                                            | --         | --         |
| embry-riddle aeronautical university, arizona                                    | Already Done         | --                                            | --         | --         |
| embry-riddle aeronautical university, florida                                    | Already Done         | --                                            | --         | --         |
| emerson college                                                                  | Already Done         | --                                            | --         | --         |
| emmanuel college                                                                 | Already Done         | --                                            | --         | --         |
| emmaus bible college                                                             | Already Done         | --                                            | --         | --         |
| emory & henry college                                                            | Already Done         | --                                            | --         | --         |
| emory university                                                                 | Already Done         | --                                            | --         | --         |
| emporia state university                                                         | Already Done         | --                                            | --         | --         |
| evergreen state college                                                          | Already Done         | --                                            | --         | --         |
| fairfield university                                                             | Already Done         | --                                            | --         | --         |
| fairleigh dickinson university                                                   | Already Done         | --                                            | --         | --         |
| fairmont state college                                                           | Already Done         | --                                            | --         | --         |
| fayetteville state university                                                    | Already Done         | --                                            | --         | --         |
| ferris state university                                                          | Already Done         | --                                            | --         | --         |
| fielding institute                                                               | Already Done         | --                                            | --         | --         |
| fisk university                                                                  | Already Done         | --                                            | --         | --         |
| fitchburg state college                                                          | Already Done         | --                                            | --         | --         |
| florida agricultural and mechanical university                                   | Already Done         | --                                            | --         | --         |
| florida atlantic university                                                      | Already Done         | --                                            | --         | --         |
| florida gulf coast university                                                    | Already Done         | --                                            | --         | --         |
| florida institute of technology                                                  | Already Done         | --                                            | --         | --         |
| florida international university                                                 | Already Done         | --                                            | --         | --         |
| florida state university                                                         | Already Done         | --                                            | --         | --         |
| fontbonne college                                                                | Already Done         | --                                            | --         | --         |
| fordham university                                                               | Already Done         | --                                            | --         | --         |
| fort hays state university                                                       | Already Done         | --                                            | --         | --         |
| fort lewis college                                                               | Already Done         | --                                            | --         | --         |
| franklin and marshall college                                                    | Already Done         | --                                            | --         | --         |
| franklin pierce law center                                                       | Already Done         | --                                            | --         | --         |
| franklin university                                                              | Already Done         | --                                            | --         | --         |
| fresno pacific university                                                        | Already Done         | --                                            | --         | --         |
| friends university                                                               | Already Done         | --                                            | --         | --         |
| frostburg state university                                                       | Already Done         | --                                            | --         | --         |
| fuller theological seminary                                                      | Already Done         | --                                            | --         | --         |
| furman university                                                                | Already Done         | --                                            | --         | --         |
| gallaudet university                                                             | Already Done         | --                                            | --         | --         |
| gannon university                                                                | Already Done         | --                                            | --         | --         |
| geneva college                                                                   | Already Done         | --                                            | --         | --         |
| george fox college                                                               | Already Done         | --                                            | --         | --         |
| george mason university                                                          | Already Done         | --                                            | --         | --         |
| george washington university                                                     | Already Done         | --                                            | --         | --         |
| georgetown university                                                            | Already Done         | --                                            | --         | --         |
| georgia college                                                                  | Already Done         | --                                            | --         | --         |
| georgia institute of technology                                                  | Already Done         | --                                            | --         | --         |
| georgia southern university                                                      | Already Done         | --                                            | --         | --         |
| georgia southwestern college                                                     | Already Done         | --                                            | --         | --         |
| georgia state university                                                         | Already Done         | --                                            | --         | --         |
| georgian court college                                                           | Already Done         | --                                            | --         | --         |
| gettysburg college                                                               | Already Done         | --                                            | --         | --         |
| gmi engineering and management institute                                         | Already Done         | --                                            | --         | --         |
| golden gate university                                                           | Already Done         | --                                            | --         | --         |
| goldey-beacom college                                                            | Already Done         | --                                            | --         | --         |
| gonzaga university                                                               | Already Done         | --                                            | --         | --         |
| goshen college                                                                   | Already Done         | --                                            | --         | --         |
| goucher college                                                                  | Already Done         | --                                            | --         | --         |
| governors state university                                                       | Already Done         | --                                            | --         | --         |
| grace college                                                                    | Already Done         | --                                            | --         | --         |
| graceland college                                                                | Already Done         | --                                            | --         | --         |
| grand valley state university                                                    | Already Done         | --                                            | --         | --         |
| grinnell college                                                                 | Already Done         | --                                            | --         | --         |
| guilford college                                                                 | Already Done         | --                                            | --         | --         |
| gustavus adolphus college                                                        | Already Done         | --                                            | --         | --         |
| gutenberg college h                                                              | Already Done         | --                                            | --         | --         |
| hamilton college                                                                 | Already Done         | --                                            | --         | --         |
| hamline university                                                               | Already Done         | --                                            | --         | --         |
| hampden-sydney college                                                           | Already Done         | --                                            | --         | --         |
| hampshire college                                                                | Already Done         | --                                            | --         | --         |
| hampton university                                                               | Already Done         | --                                            | --         | --         |
| hanover college                                                                  | Already Done         | --                                            | --         | --         |
| harding university                                                               | Already Done         | --                                            | --         | --         |
| hartwick college                                                                 | Already Done         | --                                            | --         | --         |
| harvard university                                                               | Already Done         | --                                            | --         | --         |
| harvey mudd college                                                              | Already Done         | --                                            | --         | --         |
| haskell indian nations university                                                | Already Done         | --                                            | --         | --         |
| hastings college                                                                 | Already Done         | --                                            | --         | --         |
